Id,ListImpressions,DetailsViews,Conversions,ClickRate7Days,ConversionRate7Days,ConversionRate14Days
834,90,65,77,72.22,100,100
835,63,65,62,100,95.38,95.38
836,70,71,66,100,92.96,92.96
837,78,82,64,100,78.05,78.05
838,56,77,84,100,100,100
839,78,65,72,83.33,100,100
840,75,64,70,85.33,100,100
841,64,74,73,100,98.65,98.65
842,73,75,69,100,92,92
843,78,70,78,89.74,100,100
844,64,64,68,100,100,100
845,72,59,56,81.94,94.92,94.92
846,68,65,69,95.59,100,100
847,79,65,68,82.28,100,100
848,71,71,70,100,98.59,98.59
849,71,75,79,100,100,100
850,83,68,69,81.93,100,100
851,77,79,77,100,97.47,97.47
852,70,79,67,100,84.81,84.81
853,61,71,71,100,100,100
854,62,60,81,96.77,100,100
855,48,70,82,100,100,100
856,64,60,76,93.75,100,100
857,82,81,80,98.78,98.77,98.77
858,61,74,66,100,89.19,89.19
859,59,61,68,100,100,100
860,78,64,79,82.05,100,100
861,78,71,56,91.03,78.87,78.87
862,68,82,69,100,84.15,84.15
863,69,73,65,100,89.04,89.04
864,78,68,72,87.18,100,100
865,71,76,71,100,93.42,93.42
866,65,69,71,100,100,100
867,65,71,74,100,100,100
868,70,72,60,100,83.33,83.33
869,62,87,78,100,89.66,89.66
870,80,73,67,91.25,91.78,91.78
871,75,77,78,100,100,100
872,96,76,61,79.17,80.26,80.26
873,83,67,80,80.72,100,100
874,69,69,66,100,95.65,95.65
875,71,70,77,98.59,100,100
876,66,69,76,100,100,100
877,82,89,73,100,82.02,82.02
878,61,76,62,100,81.58,81.58
879,75,84,75,100,89.29,89.29
880,70,80,67,100,83.75,83.75
881,79,73,77,92.41,100,100
882,60,73,71,100,97.26,97.26
883,71,55,69,77.46,100,100
884,67,70,68,100,97.14,97.14
885,88,92,65,100,70.65,70.65
886,88,75,63,85.23,84,84
887,62,71,81,100,100,100
888,80,59,78,73.75,100,100
889,60,79,64,100,81.01,81.01
890,77,76,63,98.7,82.89,82.89
891,83,74,70,89.16,94.59,94.59
892,77,77,79,100,100,100
893,60,46,73,76.67,100,100
894,72,70,70,97.22,100,100
895,72,76,74,100,97.37,97.37
896,67,62,67,92.54,100,100
897,57,73,73,100,100,100
898,76,67,61,88.16,91.04,91.04
899,74,70,61,94.59,87.14,87.14
900,85,63,62,74.12,98.41,98.41
901,69,65,66,94.2,100,100
902,72,75,62,100,82.67,82.67
903,68,68,77,100,100,100
904,66,78,74,100,94.87,94.87
905,68,76,77,100,100,100
906,65,65,84,100,100,100
907,73,51,75,69.86,100,100
908,82,66,76,80.49,100,100
909,59,77,67,100,87.01,87.01
910,83,63,64,75.9,100,100
911,69,65,79,94.2,100,100
912,76,86,64,100,74.42,74.42
913,76,71,71,93.42,100,100
914,69,67,58,97.1,86.57,86.57
915,72,56,74,77.78,100,100
916,87,71,63,81.61,88.73,88.73
917,56,63,70,100,100,100
918,76,78,63,100,80.77,80.77
919,67,76,68,100,89.47,89.47
920,81,62,73,76.54,100,100
921,56,53,72,94.64,100,100
922,65,75,78,100,100,100
923,74,82,83,100,100,100
924,75,55,81,73.33,100,100
925,78,79,84,100,100,100
926,66,66,74,100,100,100
927,65,85,74,100,87.06,87.06
928,70,83,62,100,74.7,74.7
929,72,68,84,94.44,100,100
930,74,82,65,100,79.27,79.27
931,71,81,74,100,91.36,91.36
932,75,75,71,100,94.67,94.67
933,59,68,75,100,100,100
934,74,68,73,91.89,100,100
935,81,66,75,81.48,100,100
936,79,68,64,86.08,94.12,94.12
937,63,70,76,100,100,100
938,65,58,62,89.23,100,100
939,75,70,65,93.33,92.86,92.86
940,79,87,65,100,74.71,74.71
941,71,64,71,90.14,100,100
942,75,71,74,94.67,100,100
943,82,73,67,89.02,91.78,91.78
944,58,78,56,100,71.79,71.79
945,80,73,49,91.25,67.12,67.12
946,69,86,72,100,83.72,83.72
947,70,55,67,78.57,100,100
948,74,80,76,100,95,95
949,77,76,76,98.7,100,100
950,69,65,58,94.2,89.23,89.23
951,72,55,74,76.39,100,100
952,68,67,79,98.53,100,100
953,78,74,67,94.87,90.54,90.54
954,80,86,65,100,75.58,75.58
955,76,76,91,100,100,100
956,78,71,68,91.03,95.77,95.77
957,71,76,65,100,85.53,85.53
958,81,63,64,77.78,100,100
959,63,57,85,90.48,100,100
960,65,66,74,100,100,100
961,64,56,77,87.5,100,100
962,64,59,84,92.19,100,100
963,79,72,68,91.14,94.44,94.44
964,73,70,76,95.89,100,100
965,63,84,80,100,95.24,95.24
966,82,70,95,85.37,100,100
967,74,76,82,100,100,100
968,66,81,80,100,98.77,98.77
969,77,68,64,88.31,94.12,94.12
970,70,83,74,100,89.16,89.16
971,78,65,75,83.33,100,100
972,78,66,70,84.62,100,100
973,64,56,74,87.5,100,100
974,84,71,69,84.52,97.18,97.18
975,53,76,66,100,86.84,86.84
976,65,72,57,100,79.17,79.17
977,84,73,56,86.9,76.71,76.71
978,92,70,71,76.09,100,100
979,65,65,71,100,100,100
980,68,78,92,100,100,100
981,61,77,80,100,100,100
982,82,79,69,96.34,87.34,87.34
983,55,63,62,100,98.41,98.41
984,51,71,73,100,100,100
985,83,72,81,86.75,100,100
986,80,72,73,90,100,100
987,75,65,50,86.67,76.92,76.92
988,80,79,77,98.75,97.47,97.47
989,77,60,73,77.92,100,100
990,82,68,70,82.93,100,100
991,68,69,54,100,78.26,78.26
992,77,61,64,79.22,100,100
993,64,78,65,100,83.33,83.33
994,73,67,67,91.78,100,100
995,81,63,55,77.78,87.3,87.3
996,65,71,71,100,100,100
997,80,62,67,77.5,100,100
998,72,74,80,100,100,100
999,72,72,73,100,100,100
1000,64,70,67,100,95.71,95.71
1001,88,79,58,89.77,73.42,73.42
1002,60,76,91,100,100,100
1003,61,74,68,100,91.89,91.89
1004,84,63,69,75,100,100
1005,52,53,62,100,100,100
1006,66,68,61,100,89.71,89.71
1007,60,46,77,76.67,100,100
1008,62,62,68,100,100,100
1009,84,76,89,90.48,100,100
1010,66,83,75,100,90.36,90.36
1011,78,62,69,79.49,100,100
1012,68,77,71,100,92.21,92.21
1013,71,71,73,100,100,100
1014,81,78,68,96.3,87.18,87.18
1015,58,62,77,100,100,100
1016,81,75,79,92.59,100,100
1017,58,76,57,100,75,75
1018,74,80,72,100,90,90
1019,77,70,76,90.91,100,100
1020,78,61,70,78.21,100,100
1021,75,78,78,100,100,100
1022,72,69,90,95.83,100,100
1023,61,64,75,100,100,100
1024,67,72,73,100,100,100
1025,68,69,73,100,100,100
1026,77,67,80,87.01,100,100
1027,61,72,51,100,70.83,70.83
1028,70,82,77,100,93.9,93.9
1029,65,75,69,100,92,92
1030,97,72,63,74.23,87.5,87.5
1031,54,71,66,100,92.96,92.96
1032,80,77,69,96.25,89.61,89.61
1033,70,75,71,100,94.67,94.67
1034,79,63,78,79.75,100,100
1035,66,77,86,100,100,100
1036,64,76,62,100,81.58,81.58
1037,76,76,56,100,73.68,73.68
1038,80,74,75,92.5,100,100
1039,64,78,66,100,84.62,84.62
1040,70,80,76,100,95,95
1041,70,83,82,100,98.8,98.8
1042,80,76,77,95,100,100
1043,81,67,63,82.72,94.03,94.03
1044,52,73,77,100,100,100
1045,79,75,78,94.94,100,100
1046,62,69,52,100,75.36,75.36
1047,72,66,76,91.67,100,100
1048,62,79,76,100,96.2,96.2
1049,65,63,72,96.92,100,100
1050,82,80,59,97.56,73.75,73.75
1051,69,66,63,95.65,95.45,95.45
1052,75,71,76,94.67,100,100
1053,82,69,85,84.15,100,100
1054,67,62,78,92.54,100,100
1055,62,81,74,100,91.36,91.36
1056,62,70,72,100,100,100
1057,60,69,79,100,100,100
1058,71,66,72,92.96,100,100
1059,51,66,77,100,100,100
1060,68,70,66,100,94.29,94.29
1061,82,81,78,98.78,96.3,96.3
1062,61,89,75,100,84.27,84.27
1063,68,64,69,94.12,100,100
1064,59,62,80,100,100,100
1065,64,62,83,96.88,100,100
1066,83,67,74,80.72,100,100
1067,66,71,57,100,80.28,80.28
1068,80,93,74,100,79.57,79.57
1069,80,62,58,77.5,93.55,93.55
1070,85,76,54,89.41,71.05,71.05
1071,73,72,81,98.63,100,100
1072,66,66,65,100,98.48,98.48
1073,81,59,69,72.84,100,100
1074,83,70,95,84.34,100,100
1075,80,80,68,100,85,85
1076,72,81,69,100,85.19,85.19
1077,67,77,64,100,83.12,83.12
1078,66,58,84,87.88,100,100
1079,83,64,70,77.11,100,100
1080,74,78,62,100,79.49,79.49
1081,76,68,74,89.47,100,100
1082,70,94,64,100,68.09,68.09
1083,72,73,74,100,100,100
1084,54,69,70,100,100,100
1085,61,72,76,100,100,100
1086,84,63,64,75,100,100
1087,73,75,74,100,98.67,98.67
1088,59,64,79,100,100,100
1089,64,72,76,100,100,100
1090,70,75,60,100,80,80
1091,69,66,79,95.65,100,100
1092,70,73,75,100,100,100
1093,78,53,57,67.95,100,100
1094,73,70,68,95.89,97.14,97.14
1095,65,83,74,100,89.16,89.16
1096,79,74,75,93.67,100,100
1097,70,56,71,80,100,100
1098,55,67,83,100,100,100
1099,53,71,62,100,87.32,87.32
1100,72,67,81,93.06,100,100
1101,71,64,69,90.14,100,100
1102,59,77,90,100,100,100
1103,72,75,77,100,100,100
1104,74,72,71,97.3,98.61,98.61
1105,66,66,68,100,100,100
1106,67,79,55,100,69.62,69.62
1107,75,67,72,89.33,100,100
1108,81,63,72,77.78,100,100
1109,58,74,72,100,97.3,97.3
1110,64,76,76,100,100,100
1111,84,69,71,82.14,100,100
1112,72,65,64,90.28,98.46,98.46
1113,85,56,60,65.88,100,100
1114,80,68,69,85,100,100
1115,69,75,72,100,96,96
1116,71,73,66,100,90.41,90.41
1117,95,54,63,56.84,100,100
1118,78,82,71,100,86.59,86.59
1119,71,77,62,100,80.52,80.52
1120,83,67,78,80.72,100,100
1121,63,68,57,100,83.82,83.82
1122,73,73,81,100,100,100
1123,74,73,67,98.65,91.78,91.78
1124,58,78,60,100,76.92,76.92
1125,61,74,66,100,89.19,89.19
1126,81,68,73,83.95,100,100
1127,74,89,63,100,70.79,70.79
1128,74,62,62,83.78,100,100
1129,56,78,76,100,97.44,97.44
1130,81,76,65,93.83,85.53,85.53
1131,69,64,68,92.75,100,100
1132,85,76,72,89.41,94.74,94.74
1133,73,84,92,100,100,100
1134,76,57,65,75,100,100
1135,79,73,77,92.41,100,100
1136,82,71,77,86.59,100,100
1137,69,69,76,100,100,100
1138,81,59,71,72.84,100,100
1139,74,68,72,91.89,100,100
1140,62,57,53,91.94,92.98,92.98
1141,94,76,77,80.85,100,100
1142,81,68,69,83.95,100,100
1143,63,56,65,88.89,100,100
1144,74,74,69,100,93.24,93.24
1145,79,75,66,94.94,88,88
1146,77,64,61,83.12,95.31,95.31
1147,74,74,84,100,100,100
1148,80,59,82,73.75,100,100
1149,64,71,66,100,92.96,92.96
1150,63,67,81,100,100,100
1151,56,58,82,100,100,100
1152,76,69,74,90.79,100,100
1153,69,72,74,100,100,100
1154,66,72,66,100,91.67,91.67
1155,76,83,75,100,90.36,90.36
1156,80,74,69,92.5,93.24,93.24
1157,65,66,70,100,100,100
1158,77,74,74,96.1,100,100
1159,67,73,70,100,95.89,95.89
1160,83,77,86,92.77,100,100
1161,81,79,78,97.53,98.73,98.73
1162,68,81,65,100,80.25,80.25
1163,82,73,67,89.02,91.78,91.78
1164,83,84,79,100,94.05,94.05
1165,62,55,92,88.71,100,100
1166,75,73,56,97.33,76.71,76.71
1167,86,65,63,75.58,96.92,96.92
1168,82,71,68,86.59,95.77,95.77
1169,78,82,71,100,86.59,86.59
1170,70,72,69,100,95.83,95.83
1171,69,71,81,100,100,100
1172,71,66,78,92.96,100,100
1173,60,73,62,100,84.93,84.93
1174,69,75,79,100,100,100
1175,74,71,60,95.95,84.51,84.51
1176,59,69,73,100,100,100
1177,53,67,79,100,100,100
1178,61,75,67,100,89.33,89.33
1179,58,69,60,100,86.96,86.96
1180,59,74,65,100,87.84,87.84
1181,72,63,65,87.5,100,100
1182,92,70,64,76.09,91.43,91.43
1183,59,61,75,100,100,100
1184,69,71,53,100,74.65,74.65
1185,67,73,56,100,76.71,76.71
1186,77,79,73,100,92.41,92.41
1187,74,87,79,100,90.8,90.8
1188,81,70,77,86.42,100,100
1189,61,73,65,100,89.04,89.04
1190,62,70,73,100,100,100
1191,66,51,71,77.27,100,100
1192,69,72,74,100,100,100
1193,72,71,81,98.61,100,100
1194,73,66,71,90.41,100,100
1195,75,57,56,76,98.25,98.25
1196,76,73,76,96.05,100,100
1197,76,66,73,86.84,100,100
1198,73,73,84,100,100,100
1199,56,89,82,100,92.13,92.13
1200,94,59,81,62.77,100,100
1201,72,72,68,100,94.44,94.44
1202,64,74,73,100,98.65,98.65
1203,73,69,66,94.52,95.65,95.65
1204,72,86,74,100,86.05,86.05
1205,68,70,63,100,90,90
1206,64,80,75,100,93.75,93.75
1207,62,70,85,100,100,100
1208,75,81,73,100,90.12,90.12
1209,83,70,73,84.34,100,100
1210,57,76,69,100,90.79,90.79
1211,88,92,64,100,69.57,69.57
1212,73,68,61,93.15,89.71,89.71
1213,76,84,77,100,91.67,91.67
1214,76,58,71,76.32,100,100
1215,77,87,83,100,95.4,95.4
1216,88,77,66,87.5,85.71,85.71
1217,73,62,69,84.93,100,100
1218,64,88,66,100,75,75
1219,58,75,73,100,97.33,97.33
1220,76,72,73,94.74,100,100
1221,71,74,68,100,91.89,91.89
1222,72,68,69,94.44,100,100
1223,68,68,66,100,97.06,97.06
1224,80,74,59,92.5,79.73,79.73
1225,73,83,64,100,77.11,77.11
1226,74,73,71,98.65,97.26,97.26
1227,60,74,63,100,85.14,85.14
1228,62,71,77,100,100,100
1229,90,60,68,66.67,100,100
1230,87,78,77,89.66,98.72,98.72
1231,67,62,68,92.54,100,100
1232,71,69,63,97.18,91.3,91.3
1233,76,68,72,89.47,100,100
1234,71,56,70,78.87,100,100
1235,60,64,63,100,98.44,98.44
1236,68,55,77,80.88,100,100
1237,67,66,67,98.51,100,100
1238,63,87,85,100,97.7,97.7
1239,79,66,57,83.54,86.36,86.36
1240,85,65,74,76.47,100,100
1241,77,64,55,83.12,85.94,85.94
1242,69,71,76,100,100,100
1243,76,58,57,76.32,98.28,98.28
1244,77,77,70,100,90.91,90.91
1245,68,64,67,94.12,100,100
1246,66,63,69,95.45,100,100
1247,74,65,56,87.84,86.15,86.15
1248,75,54,56,72,100,100
1249,67,71,75,100,100,100
1250,70,63,82,90,100,100
1251,73,85,66,100,77.65,77.65
1252,73,59,72,80.82,100,100
1253,70,88,80,100,90.91,90.91
1254,52,63,67,100,100,100
1255,69,74,56,100,75.68,75.68
1256,71,64,69,90.14,100,100
1257,72,64,79,88.89,100,100
1258,61,73,75,100,100,100
1259,88,75,74,85.23,98.67,98.67
1260,52,76,62,100,81.58,81.58
1261,73,91,73,100,80.22,80.22
1262,72,63,63,87.5,100,100
1263,60,66,66,100,100,100
1264,56,69,56,100,81.16,81.16
1265,68,70,59,100,84.29,84.29
1266,59,56,65,94.92,100,100
1267,53,60,89,100,100,100
1268,72,86,61,100,70.93,70.93
1269,63,62,83,98.41,100,100
1270,60,83,82,100,98.8,98.8
1271,78,63,72,80.77,100,100
1272,78,89,73,100,82.02,82.02
1273,81,75,72,92.59,96,96
1274,80,85,85,100,100,100
1275,79,71,67,89.87,94.37,94.37
1276,70,88,68,100,77.27,77.27
1277,75,86,68,100,79.07,79.07
1278,79,86,77,100,89.53,89.53
1279,76,62,65,81.58,100,100
1280,57,78,65,100,83.33,83.33
1281,66,56,72,84.85,100,100
1282,76,58,65,76.32,100,100
1283,67,47,78,70.15,100,100
1284,66,58,75,87.88,100,100
1285,57,70,61,100,87.14,87.14
1286,71,84,63,100,75,75
1287,78,81,73,100,90.12,90.12
1288,72,88,75,100,85.23,85.23
1289,67,77,47,100,61.04,61.04
1290,84,64,61,76.19,95.31,95.31
1291,74,75,74,100,98.67,98.67
1292,66,71,62,100,87.32,87.32
1293,63,69,57,100,82.61,82.61
1294,85,78,77,91.76,98.72,98.72
1295,80,60,84,75,100,100
1296,71,68,79,95.77,100,100
1297,77,59,77,76.62,100,100
1298,66,69,75,100,100,100
1299,75,55,82,73.33,100,100
1300,73,73,69,100,94.52,94.52
1301,63,63,73,100,100,100
1302,45,64,71,100,100,100
1303,75,88,66,100,75,75
1304,75,76,64,100,84.21,84.21
1305,73,72,71,98.63,98.61,98.61
1306,66,73,60,100,82.19,82.19
1307,63,74,69,100,93.24,93.24
1308,75,74,68,98.67,91.89,91.89
1309,76,62,75,81.58,100,100
1310,81,78,72,96.3,92.31,92.31
1311,70,73,70,100,95.89,95.89
1312,55,57,68,100,100,100
1313,54,78,67,100,85.9,85.9
1314,76,84,81,100,96.43,96.43
1315,68,77,84,100,100,100
1316,79,65,78,82.28,100,100
1317,69,84,73,100,86.9,86.9
1318,60,71,57,100,80.28,80.28
1319,70,79,72,100,91.14,91.14
1320,67,82,73,100,89.02,89.02
1321,59,80,76,100,95,95
1322,63,86,72,100,83.72,83.72
1323,77,74,65,96.1,87.84,87.84
1324,87,60,85,68.97,100,100
1325,71,74,80,100,100,100
1326,73,90,67,100,74.44,74.44
1327,75,86,66,100,76.74,76.74
1328,73,72,64,98.63,88.89,88.89
1329,86,75,72,87.21,96,96
1330,81,74,74,91.36,100,100
1331,69,58,86,84.06,100,100
1332,76,75,59,98.68,78.67,78.67
1333,70,68,74,97.14,100,100
1334,66,76,73,100,96.05,96.05
1335,79,69,56,87.34,81.16,81.16
1336,86,72,58,83.72,80.56,80.56
1337,73,58,62,79.45,100,100
1338,77,60,86,77.92,100,100
1339,66,77,73,100,94.81,94.81
1340,90,87,72,96.67,82.76,82.76
1341,65,70,64,100,91.43,91.43
1342,64,54,77,84.38,100,100
1343,74,68,73,91.89,100,100
1344,72,79,90,100,100,100
1345,73,69,74,94.52,100,100
1346,83,85,75,100,88.24,88.24
1347,64,82,75,100,91.46,91.46
1348,74,64,73,86.49,100,100
1349,66,66,65,100,98.48,98.48
1350,69,70,72,100,100,100
1351,62,63,68,100,100,100
1352,69,58,79,84.06,100,100
1353,70,65,57,92.86,87.69,87.69
1354,62,73,66,100,90.41,90.41
1355,67,63,66,94.03,100,100
1356,80,68,54,85,79.41,79.41
1357,70,60,83,85.71,100,100
1358,80,56,82,70,100,100
1359,57,58,80,100,100,100
1360,74,63,85,85.14,100,100
1361,74,72,61,97.3,84.72,84.72
1362,70,85,70,100,82.35,82.35
1363,71,64,90,90.14,100,100
1364,72,74,78,100,100,100
1365,61,78,62,100,79.49,79.49
1366,61,93,62,100,66.67,66.67
1367,70,60,73,85.71,100,100
1368,76,64,62,84.21,96.88,96.88
1369,71,61,69,85.92,100,100
1370,60,68,73,100,100,100
1371,64,82,64,100,78.05,78.05
1372,68,69,77,100,100,100
1373,62,68,82,100,100,100
1374,85,65,77,76.47,100,100
1375,67,61,59,91.04,96.72,96.72
1376,63,53,59,84.13,100,100
1377,62,70,62,100,88.57,88.57
1378,87,66,68,75.86,100,100
1379,80,62,88,77.5,100,100
1380,71,79,77,100,97.47,97.47
1381,71,68,66,95.77,97.06,97.06
1382,74,60,69,81.08,100,100
1383,70,82,71,100,86.59,86.59
1384,65,71,77,100,100,100
1385,94,66,88,70.21,100,100
1386,83,80,77,96.39,96.25,96.25
1387,65,74,62,100,83.78,83.78
1388,66,73,70,100,95.89,95.89
1389,74,69,59,93.24,85.51,85.51
1390,58,74,83,100,100,100
1391,78,71,73,91.03,100,100
1392,69,94,74,100,78.72,78.72
1393,83,88,68,100,77.27,77.27
1394,68,67,66,98.53,98.51,98.51
1395,74,72,66,97.3,91.67,91.67
1396,83,66,61,79.52,92.42,92.42
1397,61,66,77,100,100,100
1398,65,87,74,100,85.06,85.06
1399,54,62,63,100,100,100
1400,70,71,80,100,100,100
1401,74,85,71,100,83.53,83.53
1402,71,71,67,100,94.37,94.37
1403,75,57,73,76,100,100
1404,76,72,61,94.74,84.72,84.72
1405,68,79,70,100,88.61,88.61
1406,80,68,56,85,82.35,82.35
1407,72,71,74,98.61,100,100
1408,58,57,75,98.28,100,100
1409,82,79,66,96.34,83.54,83.54
1410,81,65,75,80.25,100,100
1411,70,66,85,94.29,100,100
1412,79,57,67,72.15,100,100
1413,64,78,84,100,100,100
1414,73,81,74,100,91.36,91.36
1415,74,64,67,86.49,100,100
1416,81,81,76,100,93.83,93.83
1417,67,71,74,100,100,100
1418,71,82,71,100,86.59,86.59
1419,60,77,40,100,51.95,51.95
1420,67,76,83,100,100,100
1421,71,66,61,92.96,92.42,92.42
1422,67,75,63,100,84,84
1423,63,68,61,100,89.71,89.71
1424,69,75,72,100,96,96
1425,66,74,62,100,83.78,83.78
1426,63,78,70,100,89.74,89.74
1427,77,65,81,84.42,100,100
1428,70,69,73,98.57,100,100
1429,65,53,75,81.54,100,100
1430,73,78,81,100,100,100
1431,63,71,72,100,100,100
1432,75,67,66,89.33,98.51,98.51
1433,73,67,67,91.78,100,100
1434,82,67,67,81.71,100,100
1435,78,85,54,100,63.53,63.53
1436,77,69,80,89.61,100,100
1437,62,68,61,100,89.71,89.71
1438,66,70,80,100,100,100
1439,76,64,65,84.21,100,100
1440,76,70,64,92.11,91.43,91.43
1441,65,88,67,100,76.14,76.14
1442,65,89,70,100,78.65,78.65
1443,73,83,66,100,79.52,79.52
1444,75,66,64,88,96.97,96.97
1445,74,64,84,86.49,100,100
1446,75,80,78,100,97.5,97.5
1447,76,68,72,89.47,100,100
1448,72,64,74,88.89,100,100
1449,79,64,58,81.01,90.62,90.62
1450,68,65,59,95.59,90.77,90.77
1451,72,69,65,95.83,94.2,94.2
1452,72,72,72,100,100,100
1453,75,76,65,100,85.53,85.53
1454,66,67,70,100,100,100
1455,72,66,80,91.67,100,100
1456,58,71,71,100,100,100
1457,78,75,61,96.15,81.33,81.33
1458,64,58,67,90.62,100,100
1459,59,79,67,100,84.81,84.81
1460,69,63,68,91.3,100,100
1461,69,69,73,100,100,100
1462,84,75,73,89.29,97.33,97.33
1463,77,76,71,98.7,93.42,93.42
1464,76,68,86,89.47,100,100
1465,93,74,80,79.57,100,100
1466,71,58,79,81.69,100,100
1467,76,68,72,89.47,100,100
1468,67,73,80,100,100,100
1469,83,70,61,84.34,87.14,87.14
1470,50,88,58,100,65.91,65.91
1471,63,59,59,93.65,100,100
1472,75,73,63,97.33,86.3,86.3
1473,76,68,68,89.47,100,100
1474,62,57,73,91.94,100,100
1475,68,76,72,100,94.74,94.74
1476,66,74,63,100,85.14,85.14
1477,69,81,78,100,96.3,96.3
1478,79,83,58,100,69.88,69.88
1479,67,60,92,89.55,100,100
1480,76,72,65,94.74,90.28,90.28
1481,75,72,61,96,84.72,84.72
1482,59,82,84,100,100,100
1483,76,79,69,100,87.34,87.34
1484,76,77,65,100,84.42,84.42
1485,72,67,89,93.06,100,100
1486,76,56,81,73.68,100,100
1487,70,79,68,100,86.08,86.08
1488,65,82,69,100,84.15,84.15
1489,63,73,79,100,100,100
1490,60,76,62,100,81.58,81.58
1491,65,60,68,92.31,100,100
1492,70,71,68,100,95.77,95.77
1493,71,63,61,88.73,96.83,96.83
1494,85,83,64,97.65,77.11,77.11
1495,72,68,69,94.44,100,100
1496,71,72,72,100,100,100
1497,72,84,77,100,91.67,91.67
1498,78,70,69,89.74,98.57,98.57
1499,69,62,70,89.86,100,100
1500,70,60,64,85.71,100,100
1501,64,76,74,100,97.37,97.37
1502,68,58,58,85.29,100,100
1503,60,83,70,100,84.34,84.34
1504,72,81,64,100,79.01,79.01
1505,79,74,58,93.67,78.38,78.38
1506,60,63,63,100,100,100
1507,50,75,72,100,96,96
1508,63,85,77,100,90.59,90.59
1509,72,69,67,95.83,97.1,97.1
1510,72,83,85,100,100,100
1511,59,62,76,100,100,100
1512,68,65,67,95.59,100,100
1513,73,71,78,97.26,100,100
1514,67,67,74,100,100,100
1515,79,73,71,92.41,97.26,97.26
1516,64,72,86,100,100,100
1517,78,61,68,78.21,100,100
1518,76,67,63,88.16,94.03,94.03
1519,81,73,65,90.12,89.04,89.04
1520,74,86,72,100,83.72,83.72
1521,59,75,63,100,84,84
1522,73,67,88,91.78,100,100
1523,58,73,74,100,100,100
1524,77,67,55,87.01,82.09,82.09
1525,79,76,75,96.2,98.68,98.68
1526,79,66,78,83.54,100,100
1527,66,68,67,100,98.53,98.53
1528,69,72,69,100,95.83,95.83
1529,56,96,84,100,87.5,87.5
1530,61,73,63,100,86.3,86.3
1531,60,81,71,100,87.65,87.65
1532,64,63,73,98.44,100,100
1533,79,69,95,87.34,100,100
1534,75,69,68,92,98.55,98.55
1535,64,81,64,100,79.01,79.01
1536,78,65,73,83.33,100,100
1537,77,69,81,89.61,100,100
1538,78,70,61,89.74,87.14,87.14
1539,85,73,69,85.88,94.52,94.52
1540,84,71,78,84.52,100,100
1541,68,80,79,100,98.75,98.75
1542,77,71,63,92.21,88.73,88.73
1543,71,76,60,100,78.95,78.95
1544,72,77,68,100,88.31,88.31
1545,71,61,81,85.92,100,100
1546,72,75,70,100,93.33,93.33
1547,74,73,60,98.65,82.19,82.19
1548,59,91,77,100,84.62,84.62
1549,64,80,84,100,100,100
1550,67,78,78,100,100,100
1551,74,76,75,100,98.68,98.68
1552,82,76,92,92.68,100,100
1553,71,73,70,100,95.89,95.89
1554,69,76,74,100,97.37,97.37
1555,74,72,74,97.3,100,100
1556,61,59,60,96.72,100,100
1557,74,73,61,98.65,83.56,83.56
1558,74,73,79,98.65,100,100
1559,74,60,75,81.08,100,100
1560,68,64,60,94.12,93.75,93.75
1561,74,65,62,87.84,95.38,95.38
1562,74,79,53,100,67.09,67.09
1563,71,70,85,98.59,100,100
1564,64,70,84,100,100,100
1565,74,71,65,95.95,91.55,91.55
1566,81,76,84,93.83,100,100
1567,76,67,66,88.16,98.51,98.51
1568,74,95,70,100,73.68,73.68
1569,78,66,75,84.62,100,100
1570,86,80,79,93.02,98.75,98.75
1571,76,73,64,96.05,87.67,87.67
1572,70,72,75,100,100,100
1573,66,69,81,100,100,100
1574,71,74,53,100,71.62,71.62
1575,65,73,66,100,90.41,90.41
1576,72,73,69,100,94.52,94.52
1577,75,58,72,77.33,100,100
1578,72,85,64,100,75.29,75.29
1579,73,64,64,87.67,100,100
1580,76,80,81,100,100,100
1581,78,78,51,100,65.38,65.38
1582,71,58,58,81.69,100,100
1583,82,74,71,90.24,95.95,95.95
1584,65,68,65,100,95.59,95.59
1585,81,84,75,100,89.29,89.29
1586,85,58,74,68.24,100,100
1587,78,54,76,69.23,100,100
1588,72,71,77,98.61,100,100
1589,65,63,86,96.92,100,100
1590,75,67,76,89.33,100,100
1591,66,62,65,93.94,100,100
1592,77,82,71,100,86.59,86.59
1593,72,74,54,100,72.97,72.97
1594,77,77,59,100,76.62,76.62
1595,91,66,76,72.53,100,100
1596,67,64,76,95.52,100,100
1597,56,56,65,100,100,100
1598,60,73,84,100,100,100
1599,79,77,73,97.47,94.81,94.81
1600,78,75,64,96.15,85.33,85.33
1601,57,63,95,100,100,100
1602,78,72,67,92.31,93.06,93.06
1603,77,81,65,100,80.25,80.25
1604,72,73,69,100,94.52,94.52
1605,69,75,62,100,82.67,82.67
1606,61,70,84,100,100,100
1607,78,60,63,76.92,100,100
1608,75,75,61,100,81.33,81.33
1609,69,65,79,94.2,100,100
